Timestamp,Batch,Total_Batches,Loss,CE_Loss,Acc,LR
2026-05-26 08:13:04,850,937,1.0053,1.0053,60.5,0.000454
2026-05-26 08:14:10,900,937,1.0066,1.0066,60.4,0.000454
2026-05-26 08:16:18,0,937,1.0610,1.0610,67.2,0.000453
2026-05-26 08:17:24,50,937,1.0407,1.0407,58.9,0.000453
2026-05-26 08:18:29,100,937,1.0401,1.0401,59.3,0.000453
2026-05-26 08:19:35,150,937,1.0389,1.0388,59.3,0.000453
2026-05-26 08:20:41,200,937,1.0043,1.0043,60.5,0.000452
2026-05-26 08:21:49,250,937,0.9943,0.9942,61.1,0.000452
2026-05-26 08:22:55,300,937,0.9920,0.9919,61.0,0.000452
2026-05-26 08:24:01,350,937,1.0078,1.0077,60.5,0.000452
2026-05-26 08:25:07,400,937,1.0143,1.0143,60.3,0.000451
2026-05-26 08:26:13,450,937,1.0129,1.0128,60.2,0.000451
2026-05-26 08:27:19,500,937,1.0063,1.0063,60.5,0.000451
2026-05-26 08:28:27,550,937,1.0029,1.0029,60.6,0.000451
2026-05-26 08:29:34,600,937,1.0023,1.0023,60.6,0.000450
2026-05-26 08:30:41,650,937,1.0009,1.0009,60.7,0.000450
2026-05-26 08:31:48,700,937,1.0020,1.0019,60.6,0.000450
2026-05-26 08:32:57,750,937,0.9982,0.9982,60.8,0.000450
2026-05-26 08:34:06,800,937,1.0019,1.0019,60.6,0.000449
2026-05-26 08:35:13,850,937,1.0035,1.0034,60.6,0.000449
2026-05-26 08:36:17,900,937,1.0056,1.0056,60.5,0.000449
2026-05-26 08:38:20,0,937,0.9377,0.9376,57.8,0.000449
2026-05-26 08:39:24,50,937,1.0059,1.0058,60.2,0.000448
2026-05-26 08:40:27,100,937,0.9883,0.9883,61.1,0.000448
2026-05-26 08:41:31,150,937,0.9951,0.9950,61.2,0.000448
2026-05-26 08:42:34,200,937,0.9950,0.9949,61.4,0.000448
2026-05-26 08:43:38,250,937,1.0110,1.0110,60.4,0.000447
2026-05-26 08:44:42,300,937,1.0206,1.0205,60.1,0.000447
2026-05-26 08:45:45,350,937,1.0230,1.0230,60.0,0.000447
2026-05-26 08:46:49,400,937,1.0094,1.0093,60.4,0.000446
2026-05-26 08:47:53,450,937,0.9998,0.9997,60.8,0.000446
2026-05-26 08:48:57,500,937,0.9958,0.9957,61.0,0.000446
2026-05-26 08:50:00,550,937,0.9982,0.9982,60.9,0.000446
2026-05-26 08:51:04,600,937,0.9976,0.9975,61.0,0.000445
2026-05-26 08:52:09,650,937,0.9945,0.9944,61.0,0.000445
2026-05-26 08:53:12,700,937,0.9953,0.9953,61.0,0.000445
2026-05-26 08:54:16,750,937,0.9915,0.9915,61.1,0.000445
2026-05-26 08:55:20,800,937,0.9918,0.9918,61.0,0.000444
2026-05-26 08:56:24,850,937,0.9950,0.9949,60.9,0.000444
2026-05-26 08:57:28,900,937,0.9941,0.9940,61.0,0.000444
2026-05-26 08:59:32,0,937,0.8471,0.8471,75.0,0.000444
2026-05-26 09:00:36,50,937,1.0560,1.0560,59.5,0.000443
2026-05-26 09:01:40,100,937,1.0019,1.0019,61.4,0.000443
2026-05-26 09:02:43,150,937,1.0670,1.0669,59.0,0.000443
2026-05-26 09:03:51,200,937,1.0723,1.0723,58.4,0.000442
2026-05-26 09:05:00,250,937,1.0687,1.0686,58.3,0.000442
2026-05-26 09:06:06,300,937,1.0552,1.0552,58.8,0.000442
2026-05-26 09:07:16,350,937,1.0522,1.0521,58.9,0.000442
2026-05-26 09:08:25,400,937,1.0472,1.0471,59.0,0.000441
2026-05-26 09:09:32,450,937,1.0427,1.0426,59.2,0.000441
